field,region,land_type,fertility_score,season,crop,crop_predecessor,area,hybrid,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,soil,key,yield_plan_full
36.02.11.058.02,Воронеж,пашня,3.0,2023,Эсп.+костр.пр.лет корм,"Залежь, лес",1.25,Смесь сортов,Свои,минимальная,3.4,111.1,149.6,6.71,5.5,Черноземы,"(2023, '36.02.11.058.02')",0.25
36.02.11.059.01,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",318.98,БН 06-18,Покупные,минимальная,5.5,106.7,111.1,6.16,5.72,Черноземы,"(2023, '36.02.11.059.01')",1.0
36.02.11.059.02,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",20.0,4020 МФ,Покупные,минимальная,5.5,106.7,111.1,6.16,5.72,Черноземы,"(2023, '36.02.11.059.02')",0.5
36.02.11.060.00,Воронеж,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",43.11,Микси,Покупные,минимальная,8.1,101.2,94.6,5.94,5.5,Черноземы,"(2023, '36.02.11.060.00')",0.75
36.02.11.061.02,Воронеж,пашня,4.0,2023,Пар,"Залежь, лес",10.44,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.11.061.02')",1.0
36.02.11.062.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",69.0,Губернатор Дона,Свои,минимальная,5.7,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.11.062.00')",0.75
36.02.16.001.00,Воронеж,пашня,4.0,2023,Сах.свекла,"Залежь, лес",93.59,Армеса,Покупные,минимальная,45.0,81.4,96.8,6.82,6.49,Черноземы,"(2023, '36.02.16.001.00')",1.0
36.02.16.002.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",63.41,Адевей,Покупные,минимальная,6.5,105.6,144.1,7.04,6.05,Черноземы,"(2023, '36.02.16.002.00')",0.75
36.02.16.003.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",79.89,Адевей,Покупные,минимальная,6.5,155.1,178.2,6.93,6.16,Черноземы,"(2023, '36.02.16.003.00')",1.0
36.02.16.004.01,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",76.48,КСС 7270,Покупные,минимальная,6.5,96.8,114.4,6.82,6.05,Черноземы,"(2023, '36.02.16.004.01')",1.0
36.02.16.004.02,Воронеж,пашня,4.0,2023,Пар,"Залежь, лес",5.81,(нет сорта),Покупные,минимальная,2.0,96.8,114.4,6.82,6.05,Черноземы,"(2023, '36.02.16.004.02')",1.0
36.02.16.005.01,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",76.7,Адевей,Покупные,минимальная,8.1,105.6,114.4,6.6,6.38,Черноземы,"(2023, '36.02.16.005.01')",1.0
36.02.16.005.02,Воронеж,пашня,4.0,2023,Пар,"Залежь, лес",3.0,(нет сорта),Покупные,минимальная,2.0,105.6,114.4,6.6,6.38,Черноземы,"(2023, '36.02.16.005.02')",1.0
36.02.16.006.01,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",100.5,Галифакс,Покупные,минимальная,8.1,119.9,184.8,6.82,6.16,Черноземы,"(2023, '36.02.16.006.01')",1.0
36.02.16.006.02,Воронеж,пашня,4.0,2023,Пар,"Залежь, лес",5.53,(нет сорта),Покупные,минимальная,2.0,119.9,184.8,6.82,6.16,Черноземы,"(2023, '36.02.16.006.02')",1.0
36.02.16.007.01,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",12.81,Галифакс,Покупные,минимальная,8.1,191.4,248.6,6.49,7.15,Черноземы,"(2023, '36.02.16.007.01')",0.5
36.02.16.007.02,Воронеж,пашня,4.0,2023,Пар,"Залежь, лес",1.59,(нет сорта),Покупные,минимальная,2.0,191.4,248.6,6.49,7.15,Черноземы,"(2023, '36.02.16.007.02')",1.0
36.02.16.008.00,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",138.12,Галифакс,Покупные,минимальная,8.1,114.4,163.35,6.49,6.6,Черноземы,"(2023, '36.02.16.008.00')",1.0
36.02.16.009.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",73.81,Верко,Покупные,минимальная,3.0,147.4,199.1,6.93,6.38,Черноземы,"(2023, '36.02.16.009.00')",0.75
36.02.16.010.01,Воронеж,пашня,4.0,2023,Сах.свекла,"Залежь, лес",78.11,БТС 590,Покупные,минимальная,45.0,85.8,77.0,6.71,6.82,Черноземы,"(2023, '36.02.16.010.01')",1.0
36.02.16.010.02,Воронеж,пашня,4.0,2023,Сах.свекла,"Залежь, лес",57.13,БТС 590,Покупные,минимальная,45.0,85.8,77.0,6.71,6.82,Черноземы,"(2023, '36.02.16.010.02')",1.0
36.02.16.011.01,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",111.88,Микси,Покупные,минимальная,6.5,127.6,177.1,6.93,6.38,Черноземы,"(2023, '36.02.16.011.01')",1.0
36.02.16.011.02,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",20.0,Микси,Покупные,минимальная,8.1,127.6,177.1,6.93,6.38,Черноземы,"(2023, '36.02.16.011.02')",0.5
36.02.16.012.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",100.75,Верко,Покупные,минимальная,3.0,105.6,101.2,7.15,6.27,Черноземы,"(2023, '36.02.16.012.00')",0.75
36.02.16.013.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",6.15,Верко,Покупные,минимальная,3.0,90.2,139.7,6.6,6.27,Черноземы,"(2023, '36.02.16.013.00')",0.25
36.02.16.014.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",24.6,Верко,Покупные,минимальная,3.0,90.2,149.6,6.6,6.49,Черноземы,"(2023, '36.02.16.014.00')",0.25
36.02.16.015.00,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",61.63,Феномен,Покупные,минимальная,8.1,97.9,114.4,6.71,6.27,Черноземы,"(2023, '36.02.16.015.00')",1.0
36.02.16.016.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",58.82,Галифакс,Покупные,минимальная,6.5,95.7,102.3,6.82,6.05,Черноземы,"(2023, '36.02.16.016.00')",0.75
36.02.16.018.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",208.58,Феномен,Покупные,минимальная,6.5,152.9,133.1,6.71,6.38,Черноземы,"(2023, '36.02.16.018.00')",1.0
36.02.16.019.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",17.96,Галифакс,Покупные,минимальная,6.5,148.5,138.6,6.71,6.38,Черноземы,"(2023, '36.02.16.019.00')",0.5
36.02.16.021.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",157.7,Верко,Покупные,минимальная,3.0,135.3,128.7,6.71,5.83,Черноземы,"(2023, '36.02.16.021.00')",1.0
36.02.16.022.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",138.23,Верко,Покупные,минимальная,3.0,103.4,119.9,6.49,6.16,Черноземы,"(2023, '36.02.16.022.00')",0.75
36.02.16.023.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",119.46,Галифакс,Покупные,минимальная,6.5,93.5,129.8,6.6,6.38,Черноземы,"(2023, '36.02.16.023.00')",1.0
36.02.16.024.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",72.8,Галифакс,Покупные,минимальная,6.5,118.8,151.8,6.71,6.05,Черноземы,"(2023, '36.02.16.024.00')",1.0
36.02.16.025.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",71.1,Верко,Покупные,минимальная,3.0,106.7,108.9,6.05,6.27,Черноземы,"(2023, '36.02.16.025.00')",0.5
36.02.16.026.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",29.77,Планет,Свои,минимальная,5.5,176.0,177.1,5.72,6.27,Черноземы,"(2023, '36.02.16.026.00')",0.5
36.02.16.027.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",41.54,Дакота,Покупные,минимальная,5.5,93.5,78.1,5.72,6.27,Черноземы,"(2023, '36.02.16.027.00')",0.75
36.02.16.028.00,Воронеж,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",104.43,Планет,Свои,минимальная,5.5,92.4,116.6,5.17,6.16,Черноземы,"(2023, '36.02.16.028.00')",1.0
36.02.16.029.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",138.15,БН 06-18,Свои,минимальная,3.0,114.4,129.8,5.94,6.05,Черноземы,"(2023, '36.02.16.029.00')",0.75
36.02.16.030.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",58.13,Максалия,Покупные,минимальная,6.5,88.0,101.2,6.05,6.05,Черноземы,"(2023, '36.02.16.030.00')",0.75
36.02.16.031.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",31.14,Максалия,Покупные,минимальная,6.5,78.1,112.2,5.94,6.38,Черноземы,"(2023, '36.02.16.031.00')",0.5
36.02.16.032.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",24.08,КСС 7270,Покупные,минимальная,6.5,75.9,92.4,4.84,5.61,Черноземы,"(2023, '36.02.16.032.00')",0.5
36.02.16.033.00,Воронеж,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",92.08,КСС 7270,Покупные,минимальная,8.1,124.3,152.9,5.5,6.6,Черноземы,"(2023, '36.02.16.033.00')",1.0
36.02.16.034.00,Воронеж,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",51.68,Планет,Свои,минимальная,5.5,99.0,106.7,5.61,6.38,Черноземы,"(2023, '36.02.16.034.00')",0.75
36.02.16.036.01,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",22.07,Верко,Покупные,минимальная,3.0,166.1,174.9,6.38,6.27,Черноземы,"(2023, '36.02.16.036.01')",0.25
36.02.16.037.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",172.68,БН 06-18,Свои,минимальная,3.0,136.95,149.05,6.05,6.27,Черноземы,"(2023, '36.02.16.037.00')",1.0
36.02.16.038.01,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",53.08,Планет,Свои,минимальная,3.0,161.7,114.4,5.94,6.38,Черноземы,"(2023, '36.02.16.038.01')",0.5
36.02.16.038.02,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",24.37,БН 06-18,Свои,минимальная,3.0,161.7,114.4,5.94,6.38,Черноземы,"(2023, '36.02.16.038.02')",0.25
36.02.16.039.00,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",9.05,Верко,Покупные,минимальная,3.0,77.0,101.2,5.28,6.93,Черноземы,"(2023, '36.02.16.039.00')",0.25
36.02.16.040.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",39.05,Верко,Покупные,минимальная,3.0,95.7,132.0,5.83,6.16,Черноземы,"(2023, '36.02.16.040.00')",0.5
36.02.16.042.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",40.0,Верко,Покупные,минимальная,3.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.16.042.00')",0.5
36.02.16.043.00,Воронеж,пашня,2.0,2023,Залежь,"Залежь, лес",2.5,Микси,Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.16.043.00')",1.0
36.02.16.044.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",38.92,Золотой початок 200 СВ,Покупные,минимальная,6.5,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.16.044.00')",0.75
36.02.17.001.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,"Залежь, лес",28.57,Песчаный 1251,Свои,минимальная,3.4,62.7,77.0,6.38,6.16,Черноземы,"(2023, '36.02.17.001.00')",0.5
36.02.17.002.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,"Залежь, лес",3.77,Песчаный 1251,Свои,минимальная,3.4,62.7,77.0,7.59,6.71,Черноземы,"(2023, '36.02.17.002.00')",0.25
36.02.17.003.00,Воронеж,пашня,3.0,2023,Подсолнечник,"Залежь, лес",96.64,Фаусто ШТ,Покупные,минимальная,2.5,62.7,80.3,6.05,6.6,Черноземы,"(2023, '36.02.17.003.00')",0.75
36.02.17.004.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",3.98,Планет,Свои,минимальная,5.5,85.8,78.1,7.15,6.71,Черноземы,"(2023, '36.02.17.004.00')",0.25
36.02.17.005.00,Воронеж,пашня,3.0,2023,Яр.ячмень,"Залежь, лес",16.13,Вакула,Свои,минимальная,5.0,52.8,64.9,5.72,6.27,Черноземы,"(2023, '36.02.17.005.00')",0.25
36.02.17.006.00,Воронеж,пашня,3.0,2023,Яр.ячмень,"Залежь, лес",18.78,Вакула,Свои,минимальная,5.0,79.2,82.5,5.28,6.71,Черноземы,"(2023, '36.02.17.006.00')",0.5
36.02.17.007.00,Воронеж,пашня,3.0,2023,Яр.ячмень,"Залежь, лес",8.44,Вакула,Свои,минимальная,5.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.17.007.00')",0.25
36.02.17.008.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",44.73,Максалия,Покупные,минимальная,6.5,103.4,82.5,6.49,6.6,Черноземы,"(2023, '36.02.17.008.00')",0.75
36.02.17.009.00,Воронеж,пашня,3.0,2023,Яр.ячмень,"Залежь, лес",8.11,Вакула,Свои,минимальная,5.0,74.8,106.7,4.07,7.59,Черноземы,"(2023, '36.02.17.009.00')",0.25
36.02.17.010.00,Воронеж,пашня,2.0,2023,Люцерна пр.лет корм,"Залежь, лес",47.44,Планет,Свои,минимальная,5.5,117.7,127.6,5.83,7.04,Черноземы,"(2023, '36.02.17.010.00')",0.75
36.02.17.011.00,Воронеж,пашня,2.0,2023,Люцерна пр.лет корм,"Залежь, лес",85.89,Планет,Свои,минимальная,5.5,246.4,121.0,5.17,6.27,Черноземы,"(2023, '36.02.17.011.00')",1.0
36.02.17.012.00,Воронеж,пашня,2.0,2023,Люцерна пр.лет корм,"Залежь, лес",66.04,Планет,Свои,минимальная,5.5,224.4,162.8,4.62,5.83,Черноземы,"(2023, '36.02.17.012.00')",0.75
36.02.17.013.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,"Залежь, лес",73.54,Песчаный 1251,Свои,минимальная,3.4,183.7,91.3,2.64,5.61,Черноземы,"(2023, '36.02.17.013.00')",0.75
36.02.17.014.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,"Залежь, лес",45.39,Песчаный 1251,Свои,минимальная,3.4,114.4,74.8,4.51,6.82,Черноземы,"(2023, '36.02.17.014.00')",0.5
36.02.17.015.00,Воронеж,пашня,3.0,2023,Эсп.+костр.пр.лет корм,"Залежь, лес",24.81,Песчаный 1251,Свои,минимальная,3.4,151.8,123.2,6.27,6.16,Черноземы,"(2023, '36.02.17.015.00')",0.25
36.02.17.016.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",98.88,Губернатор Дона,Свои,минимальная,5.7,99.0,125.4,3.74,5.94,Черноземы,"(2023, '36.02.17.016.00')",1.0
36.02.17.017.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",56.0,Губернатор Дона,Свои,минимальная,5.7,130.9,147.4,3.85,5.61,Черноземы,"(2023, '36.02.17.017.00')",0.75
36.02.17.018.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",120.57,Виктория,Свои,минимальная,5.5,114.4,110.0,5.94,6.27,Черноземы,"(2023, '36.02.17.018.00')",1.0
36.02.17.019.00,Воронеж,пашня,2.0,2023,Кукуруза силос,"Залежь, лес",97.33,Креатив,Покупные,минимальная,8.1,139.7,152.9,3.74,5.72,Черноземы,"(2023, '36.02.17.019.00')",1.0
36.02.17.020.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,"Залежь, лес",72.61,Песчаный 1251,Свои,минимальная,3.4,42.9,61.6,2.97,5.61,Черноземы,"(2023, '36.02.17.020.00')",0.75
36.02.17.021.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",105.24,Губернатор Дона,Свои,минимальная,5.7,127.6,88.0,5.17,6.16,Черноземы,"(2023, '36.02.17.021.00')",1.0
36.02.17.022.00,Воронеж,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",101.02,Креатив,Покупные,минимальная,8.1,99.0,86.9,5.94,6.38,Черноземы,"(2023, '36.02.17.022.00')",1.0
36.02.17.023.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",110.87,Планет,Свои,минимальная,5.5,134.2,91.3,6.6,6.49,Черноземы,"(2023, '36.02.17.023.00')",1.0
36.02.17.024.00,Воронеж,пашня,4.0,2023,Лён масличный,"Залежь, лес",71.55,РФН,Свои,минимальная,1.8,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.17.024.00')",0.5
36.02.17.025.01,Воронеж,пашня,4.0,2023,Лён масличный,"Залежь, лес",67.82,РФН,Свои,минимальная,1.8,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.17.025.01')",0.5
36.02.17.025.02,Воронеж,пашня,4.0,2023,Пар,"Залежь, лес",8.13,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.17.025.02')",1.0
36.02.17.026.00,Воронеж,пашня,4.0,2023,Лён масличный,"Залежь, лес",81.1,РФН,Свои,минимальная,1.8,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.17.026.00')",0.5
36.02.17.027.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",7.61,Креатив,Покупные,минимальная,6.5,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.02.17.027.00')",0.25
36.05.07.001.01,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.сем.,"Залежь, лес",58.39,Дакота,Покупные,минимальная,0.13,91.3,112.2,6.6,6.16,Черноземы,"(2023, '36.05.07.001.01')",0.25
36.05.07.001.02,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.сем.,"Залежь, лес",8.07,Дакота,Покупные,минимальная,0.13,91.3,112.2,6.6,6.16,Черноземы,"(2023, '36.05.07.001.02')",0.25
36.05.07.001.03,Воронеж,пашня,3.0,2023,Эспарцет 1 г.ж.корм,"Залежь, лес",1.0,Песчаный 1251,Свои,минимальная,1.53,91.3,112.2,6.6,6.16,Черноземы,"(2023, '36.05.07.001.03')",1.0
36.05.07.002.01,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.сем.,"Залежь, лес",81.0,Планет,Покупные,минимальная,0.13,141.9,148.5,6.6,5.72,Черноземы,"(2023, '36.05.07.002.01')",0.25
36.05.07.002.02,Воронеж,пашня,3.0,2023,Пар,"Залежь, лес",12.88,(нет сорта),Покупные,минимальная,2.0,141.9,148.5,6.6,5.72,Черноземы,"(2023, '36.05.07.002.02')",1.0
36.05.07.003.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",65.94,Губернатор Дона,Покупные,минимальная,5.5,110.0,132.0,7.04,6.05,Черноземы,"(2023, '36.05.07.003.00')",0.75
36.05.07.004.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",12.53,Губернатор Дона,Свои,минимальная,5.5,108.9,84.7,6.38,6.6,Черноземы,"(2023, '36.05.07.004.00')",0.25
36.05.07.005.01,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",85.42,Гром,Покупные,минимальная,5.5,105.6,83.6,6.82,6.16,Черноземы,"(2023, '36.05.07.005.01')",0.75
36.05.07.005.02,Воронеж,пашня,3.0,2023,Яр.ячмень,"Залежь, лес",48.8,Маргрет,Свои,минимальная,5.0,105.6,83.6,6.82,6.16,Черноземы,"(2023, '36.05.07.005.02')",0.75
36.05.07.005.03,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",1.75,Дакота,Свои,минимальная,5.4,105.6,83.6,6.82,6.16,Черноземы,"(2023, '36.05.07.005.03')",0.25
36.05.07.005.04,Воронеж,пашня,3.0,2023,Пар,"Залежь, лес",2.46,(нет сорта),Покупные,минимальная,2.0,105.6,83.6,6.82,6.16,Черноземы,"(2023, '36.05.07.005.04')",1.0
36.05.07.005.05,Воронеж,пашня,3.0,2023,Одн.тр.суданская тр.корм.,"Залежь, лес",2.0,Кинельская 100,Свои,минимальная,4.0,105.6,83.6,6.82,6.16,Черноземы,"(2023, '36.05.07.005.05')",1.0
36.05.07.006.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,"Залежь, лес",134.57,Губернатор Дона,Свои,минимальная,5.5,129.8,122.1,7.04,5.83,Черноземы,"(2023, '36.05.07.006.00')",1.0
36.05.07.007.00,Воронеж,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",7.06,Губернатор Дона,Свои,минимальная,5.5,96.8,97.9,7.04,5.72,Черноземы,"(2023, '36.05.07.007.00')",0.25
36.05.07.008.01,Воронеж,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",160.63,Губернатор Дона,Свои,минимальная,5.5,117.7,192.5,6.49,6.6,Черноземы,"(2023, '36.05.07.008.01')",1.0
36.05.07.008.02,Воронеж,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",2.0,Маргрет,Свои,минимальная,5.0,117.7,192.5,6.49,6.6,Черноземы,"(2023, '36.05.07.008.02')",0.25
36.05.07.009.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,"Залежь, лес",123.57,Губернатор Дона,Свои,минимальная,5.5,127.6,114.4,6.6,6.16,Черноземы,"(2023, '36.05.07.009.00')",1.0
36.05.07.010.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,"Залежь, лес",83.42,Губернатор Дона,Свои,минимальная,5.5,161.7,106.7,6.49,6.05,Черноземы,"(2023, '36.05.07.010.00')",0.75
36.05.07.011.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,"Залежь, лес",103.72,Губернатор Дона,Свои,минимальная,5.5,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.05.07.011.00')",1.0
36.05.07.012.01,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,"Залежь, лес",101.27,Губернатор Дона,Свои,минимальная,5.5,152.08,129.8,6.44,6.38,Черноземы,"(2023, '36.05.07.012.01')",1.0
36.05.07.012.02,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",5.04,Дакота,Свои,минимальная,5.4,152.08,129.8,6.44,6.38,Черноземы,"(2023, '36.05.07.012.02')",0.25
36.05.07.012.03,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,"Залежь, лес",2.47,Дакота,Свои,минимальная,5.4,152.08,129.8,6.44,6.38,Черноземы,"(2023, '36.05.07.012.03')",0.25
36.05.07.013.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,"Залежь, лес",79.56,Губернатор Дона,Свои,минимальная,5.5,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.05.07.013.00')",0.75
36.05.07.014.01,Воронеж,пашня,3.0,2023,Соя,"Залежь, лес",17.0,Пруденс,Свои,минимальная,2.0,99.0,94.6,6.82,6.05,Черноземы,"(2023, '36.05.07.014.01')",0.25
36.05.07.014.02,Воронеж,пашня,3.0,2023,Пар,"Залежь, лес",8.15,(нет сорта),Покупные,минимальная,2.0,99.0,94.6,6.82,6.05,Черноземы,"(2023, '36.05.07.014.02')",1.0
36.05.07.015.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,"Залежь, лес",113.99,Губернатор Дона,Свои,минимальная,5.5,140.8,108.9,6.05,6.27,Черноземы,"(2023, '36.05.07.015.00')",1.0
36.05.07.016.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,"Залежь, лес",181.45,Губернатор Дона,Свои,минимальная,5.5,170.5,163.9,6.27,6.49,Черноземы,"(2023, '36.05.07.016.00')",1.0
36.05.07.017.01,Воронеж,пашня,5.0,2023,Кукуруза зерно,"Залежь, лес",30.0,КСС 7270,Покупные,минимальная,6.5,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.05.07.017.01')",0.5
36.05.07.017.02,Воронеж,пашня,5.0,2023,Пар,"Залежь, лес",3.48,(нет сорта),Покупные,минимальная,2.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.05.07.017.02')",1.0
36.05.07.018.00,Воронеж,пашня,5.0,2023,Кукуруза силос,"Залежь, лес",42.13,КСС 5291,Покупные,минимальная,7.5,207.9,129.8,6.93,6.82,Черноземы,"(2023, '36.05.07.018.00')",0.75
36.05.07.019.00,Воронеж,пашня,5.0,2023,Кукуруза силос,"Залежь, лес",70.19,КСС 5291,Покупные,минимальная,7.5,137.5,136.4,6.16,6.71,Черноземы,"(2023, '36.05.07.019.00')",1.0
36.05.07.020.00,Воронеж,пашня,5.0,2023,Кукуруза зерно,"Залежь, лес",97.16,КСС 7270,Покупные,минимальная,6.5,151.8,102.3,6.6,6.49,Черноземы,"(2023, '36.05.07.020.00')",1.0
36.05.07.021.01,Воронеж,пашня,5.0,2023,Кукуруза силос,"Залежь, лес",69.0,Максалия,Покупные,минимальная,7.5,174.9,94.6,6.27,6.38,Черноземы,"(2023, '36.05.07.021.01')",1.0
36.05.07.021.02,Воронеж,пашня,5.0,2023,Кукуруза зерно,"Залежь, лес",45.94,Максалия,Покупные,минимальная,6.5,174.9,94.6,6.27,6.38,Черноземы,"(2023, '36.05.07.021.02')",0.75
36.05.07.022.00,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,"Залежь, лес",65.33,Виктория,Покупные,минимальная,5.4,143.0,104.5,6.6,6.16,Черноземы,"(2023, '36.05.07.022.00')",0.75
36.05.07.023.00,Воронеж,пашня,5.0,2023,Сорго зерновое,"Залежь, лес",98.88,Калатур,Покупные,минимальная,3.47,135.3,133.1,6.05,6.6,Черноземы,"(2023, '36.05.07.023.00')",0.75
36.05.07.024.00,Воронеж,пашня,5.0,2023,Кукуруза зерно,"Залежь, лес",129.38,КСС 5291,Покупные,минимальная,6.5,160.6,121.0,6.49,6.71,Черноземы,"(2023, '36.05.07.024.00')",1.0
36.05.07.025.01,Воронеж,пашня,4.0,2023,Подсолнечник кондит.,"Залежь, лес",70.0,Джинн М,Свои,классическая с плугом,1.9,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.05.07.025.01')",0.5
36.05.07.025.02,Воронеж,пашня,4.0,2023,Одн.тр.суданская тр.корм.,"Залежь, лес",3.3,Кинельская 100,Свои,классическая с плугом,4.0,0.0,0.0,0.0,0.0,Черноземы,"(2023, '36.05.07.025.02')",1.0
36.05.07.026.01,Воронеж,пашня,4.0,2023,Подсолнечник кондит.,"Залежь, лес",87.0,Джинн М,Покупные,классическая с плугом,1.9,141.9,97.9,6.82,6.6,Черноземы,"(2023, '36.05.07.026.01')",0.5
