,field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,yield_plan_full
1797,62.23.06.050.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,50.81,Дельфин,F1,Покупные,минимальная,5.8,129.85,184.49,5.12,5.16,294.698
1798,62.23.06.051.00,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,139.26,Планет,РС-2,Покупные,минимальная,1.28,183.87,240.17,5.27,5.45,178.25279999999998
1799,62.23.06.052.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,15.87,РОСС-195,F1,Покупные,минимальная,5.8,276.54,173.25,6.6,5.64,92.04599999999999
1800,62.23.06.053.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,182.21,Дельфин,F1,Покупные,минимальная,5.8,139.52,183.95,5.87,5.29,1056.818
1801,62.23.06.054.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,47.39,Волма,ЭС,Покупные,минимальная,1.7,144.98,166.65,5.06,5.79,80.563
1802,62.23.06.055.01,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,88.24,Планет,РС-2,Покупные,минимальная,1.28,141.93,198.28,5.6,5.66,112.9472
1803,62.23.06.055.02,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,36.0,Сарга,РС-1,Покупные,минимальная,1.28,141.93,198.28,5.6,5.66,46.08
1804,62.23.06.056.01,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,19.0,Акцент 0852,ЭС,Покупные,минимальная,1.7,183.41,218.29,5.73,5.47,32.3
1805,62.23.06.056.02,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,51.67,Лидер,ЭС,Покупные,минимальная,1.7,183.41,218.29,5.73,5.47,87.839
1806,62.23.06.057.01,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,60.01,Памяти Фадеева,ЭС,Покупные,минимальная,1.7,176.79,202.95,5.82,5.46,102.017
1807,62.23.06.057.02,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,195.37,Аргента,РС-1,Свои,минимальная,1.7,176.79,202.95,5.82,5.46,332.129
1808,62.23.06.058.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,94.43,Ликамеро,РС-2,Свои,минимальная,3.9,112.04,167.93,4.73,5.85,368.27700000000004
1809,62.23.06.059.01,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,4.0,134.28,БН 06-18,РСт,Покупные,минимальная,3.83,106.05,200.16,4.65,5.89,514.2924
1810,62.23.06.059.02,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,80.48,Маргрет,РС-2,Свои,минимальная,3.9,106.05,200.16,4.65,5.89,313.872
1811,62.23.06.060.00,Рязань,пашня,4.0,2023,Подсолнечник,Кукуруза силос,0.0,252.11,Суберик,F1,Покупные,минимальная,2.46,134.38,176.93,5.23,5.42,620.1906
1812,62.23.06.061.00,Рязань,пашня,4.0,2023,Подсолнечник,Кукуруза силос,0.0,293.19,Суберик,F1,Покупные,минимальная,2.46,237.24,207.93,4.95,5.65,721.2474
1813,62.23.06.062.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,116.2,Талисман,F1,Покупные,минимальная,5.8,317.33,292.18,5.28,5.83,673.96
1814,62.23.06.063.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,3.0,27.41,БН 06-18,РСт,Покупные,минимальная,3.83,188.8,231.73,4.95,5.72,104.9803
1815,62.23.06.064.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,214.59,Канюк,РС-2,Свои,минимальная,3.9,155.73,211.85,5.19,5.57,836.901
1816,62.23.06.065.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,173.9,Ликамеро,РС-2,Свои,минимальная,3.9,84.37,161.87,5.3,5.14,678.21
1817,62.23.06.066.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,155.99,Канюк,РС-2,Свои,минимальная,3.9,130.29,135.34,4.32,5.64,608.361
1818,62.23.06.067.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,3.0,11.44,Паола,РС-1,Покупные,минимальная,3.83,138.27,140.8,4.29,5.61,43.8152
1819,62.23.06.068.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,3.0,75.56,Паола,РС-1,Покупные,минимальная,3.83,196.55,168.3,4.47,6.29,289.39480000000003
1820,62.23.06.069.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,3.0,24.01,БН 06-18,РСт,Покупные,минимальная,3.83,182.31,112.93,5.06,6.38,91.95830000000001
1821,62.23.06.070.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,Кукуруза силос,3.0,91.85,БН 06-18,РСт,Покупные,минимальная,3.83,174.98,209.2,5.13,6.18,351.78549999999996
1822,62.23.06.071.00,Рязань,пашня,3.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,6.98,Канюк,РС-2,Свои,минимальная,3.9,310.09,159.5,4.4,5.61,27.222
1823,62.23.06.073.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,128.46,Ликамеро,РС-2,Свои,минимальная,3.9,83.63,158.26,6.02,5.41,500.994
1824,62.23.06.074.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,144.44,Бирюза,РС-1,Свои,минимальная,4.8,116.19,179.01,5.64,5.4,693.312
1827,62.23.06.077.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,51.42,Ликамеро,ЭС,Покупные,минимальная,3.9,141.9,158.77,4.84,5.33,200.538
1828,62.23.06.078.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,17.48,Ликамеро,ЭС,Покупные,минимальная,3.9,275.0,141.9,5.5,5.06,68.172
1829,62.23.06.079.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,32.85,Ликамеро,ЭС,Покупные,минимальная,3.9,100.32,221.1,4.4,5.69,128.115
1830,62.23.06.080.01,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,215.07,Маргрет,ЭС,Покупные,минимальная,3.9,164.25,235.4,5.29,5.72,838.7729999999999
1831,62.23.06.080.02,Рязань,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,0.0,66.0,Маргрет,РС-2,Свои,минимальная,3.9,164.25,235.4,5.29,5.72,257.4
1836,62.23.06.085.01,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,56.0,Пруденс,РС-1,Покупные,минимальная,1.7,76.45,174.76,5.42,5.53,95.2
1838,62.23.06.086.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,63.68,Пруденс,РС-1,Свои,минимальная,1.7,81.83,165.83,5.33,5.39,108.256
1839,62.23.06.087.00,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,29.15,Рэдкот,РС-2,Свои,минимальная,1.88,242.95,215.23,6.27,5.85,54.80199999999999
1840,62.23.06.088.01,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,140.55,Рэдкот,РС-2,Свои,минимальная,1.88,42.06,140.07,4.73,5.41,264.234
1842,62.23.06.090.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,201.76,Аргента,РС-1,Свои,минимальная,1.7,153.18,283.98,5.37,5.5,342.99199999999996
1843,62.23.06.091.01,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,20.0,Пруденс,РС-1,Свои,минимальная,1.7,140.29,144.1,5.28,5.72,34.0
1844,62.23.06.091.02,Рязань,пашня,4.0,2023,Пар,Кукуруза силос,0.0,4.96,(нет сорта),ЭС,Покупные,минимальная,4.25,140.29,144.1,5.28,5.72,21.08
1845,62.23.06.092.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,417.89,Аргента,РС-1,Покупные,минимальная,1.7,266.72,379.03,5.22,6.01,710.413
1846,62.23.06.093.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,36.25,Пруденс,РС-1,Свои,минимальная,1.7,135.91,205.98,4.84,5.64,61.625
1847,62.23.06.094.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,25.46,Пруденс,РС-1,Свои,минимальная,1.7,238.74,163.9,4.62,5.96,43.282000000000004
1848,62.23.06.095.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,15.84,Пруденс,РС-1,Свои,минимальная,1.7,180.51,188.1,4.4,5.66,26.928
1849,62.23.06.096.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,203.45,Аргента,РС-1,Покупные,минимальная,1.7,56.82,206.18,5.08,5.19,345.86499999999995
1850,62.01.01.001.01,Рязань,пашня,5.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,158.07,Тризо,ЭС,Покупные,минимальная,4.37,95.7,124.85,6.16,5.5,690.7659
1851,62.01.01.001.02,Рязань,пашня,5.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,210.11,Ликамеро,ЭС,Свои,минимальная,4.37,95.7,124.85,6.16,5.5,918.1807000000001
1852,62.01.01.002.00,Рязань,пашня,5.0,2023,Кукуруза корнаж,Кукуруза силос,0.0,131.35,П 7043,F1,Покупные,минимальная,5.9,187.0,230.45,5.83,5.83,774.965
1853,62.01.01.003.00,Рязань,пашня,4.0,2023,Кукуруза зерно,Кукуруза силос,0.0,134.37,П 7043,F1,Покупные,минимальная,5.9,200.2,216.7,6.16,6.27,792.7830000000001
1854,62.01.01.004.00,Рязань,пашня,5.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,163.71,Льговская 4,РС-1,Свои,минимальная,5.33,199.65,315.15,6.05,6.27,872.5743000000001
1855,62.01.01.005.00,Рязань,пашня,4.0,2023,Лён масличный,Кукуруза силос,0.0,143.43,Северный,РС-1,Свои,минимальная,1.43,179.3,224.95,6.16,5.5,205.10490000000001
1856,62.01.01.006.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,146.28,ОАК Пруденс,РС-1,Покупные,минимальная,1.71,126.5,179.3,6.49,5.94,250.1388
1857,62.01.01.007.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,111.08,Льговская 4,РС-1,Свои,минимальная,5.33,170.5,232.1,6.49,5.5,592.0564
1858,62.01.01.008.00,Рязань,пашня,3.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,117.69,Тризо,ЭС,Покупные,минимальная,4.37,107.8,149.6,6.82,5.39,514.3053
1859,62.01.01.009.00,Рязань,пашня,5.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,313.16,Планет,РСт,Покупные,минимальная,1.3,145.2,182.6,5.83,5.72,407.10800000000006
1860,62.01.01.010.00,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,90.66,Рэдкот,РС-1,Свои,минимальная,1.88,118.8,182.6,6.16,5.72,170.4408
1861,62.01.01.011.00,Рязань,пашня,5.0,2023,Соя,Кукуруза силос,0.0,252.83,ОАК Пруденс,РС-1,Покупные,классическая с плугом,1.71,155.1,139.7,5.72,5.94,432.33930000000004
1862,62.01.01.012.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,209.54,ОАК Пруденс,РС-1,Покупные,классическая с плугом,1.71,169.95,145.75,5.5,6.27,358.3134
1863,62.01.01.013.00,Рязань,пашня,4.0,2023,Чечевица,Кукуруза силос,0.0,203.25,Рэдкот,РС-1,Свои,минимальная,1.88,234.3,257.4,5.94,6.05,382.10999999999996
1864,62.01.01.014.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,213.48,Льговская 4,РС-1,Свои,минимальная,5.33,196.9,119.9,5.94,5.83,1137.8483999999999
1865,62.01.01.015.00,Рязань,пашня,5.0,2023,Соя,Кукуруза силос,0.0,223.11,ОАК Пруденс,РС-1,Покупные,минимальная,1.71,238.7,335.5,6.6,6.38,381.5181
1867,62.01.01.017.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,142.43,ОАК Пруденс,РС-1,Свои,классическая с плугом,1.71,154.0,133.1,5.39,5.83,243.55530000000002
1868,62.01.01.018.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,Кукуруза силос,0.0,130.27,Тризо,ЭС,Покупные,минимальная,4.37,170.5,119.35,5.72,5.61,569.2799000000001
1869,62.01.01.019.00,Рязань,пашня,5.0,2023,Соя,Кукуруза силос,0.0,27.0,ОАК Пруденс,РС-1,Покупные,минимальная,1.71,276.1,440.0,5.72,6.27,46.17
1870,62.01.01.020.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,209.74,ОАК Пруденс,РС-1,Покупные,минимальная,1.71,276.1,150.26,6.38,6.16,358.6554
1871,62.01.01.021.00,Рязань,пашня,5.0,2023,Соя,Кукуруза силос,0.0,46.17,ОАК Пруденс,РС-1,Покупные,минимальная,1.71,276.1,273.9,5.72,6.82,78.9507
1872,62.01.01.022.00,Рязань,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,238.39,Льговская 4,РС-1,Свои,минимальная,5.33,165.55,189.75,5.5,5.5,1270.6187
1873,62.01.01.025.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,70.43,ОАК Пруденс,РС-1,Покупные,классическая с плугом,1.71,204.6,249.7,6.27,6.05,120.43530000000001
1874,62.01.01.026.00,Рязань,пашня,5.0,2023,Соя,Кукуруза силос,0.0,177.54,ОАК Пруденс,РС-1,Покупные,классическая с плугом,1.71,267.85,452.65,6.38,6.05,303.5934
1875,62.01.01.027.00,Рязань,пашня,5.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,52.05,Льговская 4,РС-1,Свои,минимальная,5.33,276.1,548.9,6.38,6.93,277.4265
1876,62.01.01.028.00,Рязань,пашня,5.0,2023,Кукуруза корнаж,Кукуруза силос,0.0,164.81,П 7043,F1,Покупные,классическая с плугом,5.9,290.07,315.7,5.72,6.27,972.379
1877,62.01.01.029.00,Рязань,пашня,5.0,2023,Лён масличный,Кукуруза силос,0.0,121.04,Северный,РС-1,Свои,минимальная,1.43,276.1,491.7,5.83,5.17,173.0872
1878,62.01.01.030.00,Рязань,пашня,5.0,2023,Лён масличный,Кукуруза силос,0.0,148.14,Северный,РС-1,Свои,минимальная,1.43,276.1,249.7,6.49,5.61,211.84019999999998
1879,62.01.01.032.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,0.0,89.03,Льговская 4,СЭ,Покупные,минимальная,5.3,202.95,268.4,6.27,5.83,471.859
1880,62.01.03.001.00,Рязань,пашня,4.0,2023,Соя,Кукуруза силос,0.0,155.66,ОАК Пруденс,РС-1,Свои,классическая с плугом,1.71,558.8,515.9,6.27,6.05,266.17859999999996
